ФИО,Пол,Год поступления,Форма обучения,Балл ЦТ: Математика,Балл ЦТ: Русский язык,Балл ЦТ: Физика,Балл ЦТ: Биология,Балл ЦТ: Химия,Балл ЦТ: История,Балл ЦТ: Информатика,Средний балл аттестата,Общий балл при поступлении,Специальность,Адрес регистрации,Телефон,Поступил
Новиков Александр Владимирович,М,2023,заочная,,69.8,,,,65.5,73.6,94.6,77.7,Прикладная математика,"Новосибирск, ул. Новая, д. 39, кв. 73",+375467046226,True
Фёдорова Мария Петровна,Ж,2023,очная,72.0,,,55.0,,62.9,,67.4,65.5,Медицинская биохимия,"Москва, ул. Зелёная, д. 168, кв. 172",+375660464197,False
Попов Михаил Никитич,М,2023,очная,,60.6,,64.6,55.6,,,78.9,66.1,Информатика и вычислительная техника,"Самара, ул. Центральная, д. 51, кв. 132",+375976074017,True
Новиков Александр Никитич,М,2023,очная,,,59.4,,,71.4,62.7,77.9,68.6,Химия,"Москва, ул. Зелёная, д. 84, кв. 77",+375091508632,True
Сидоров Дмитрий Алексеевич,М,2023,очная,,,66.4,68.4,,70.7,,72.8,68.2,Экономика,"Нижний Новгород, ул. Школьная, д. 10, кв. 38",+375916815466,False
Петров Илья Владимирович,М,2023,заочная,,56.0,,,60.0,,51.7,73.1,62.7,Биология,"Москва, ул. Школьная, д. 147, кв. 122",+375364248096,False
Кузьмина Ирина Ивановна,Ж,2023,очная,58.0,73.4,,70.5,,,,79.2,69.9,История,"Екатеринбург, ул. Ленина, д. 182, кв. 84",+375319497969,True
Лебедев Никита Иванович,М,2023,очная,,,70.0,67.2,,,68.9,77.4,72.4,Физика,"Казань, ул. Новая, д. 9, кв. 170",+375917851385,True
Лебедев Егор Денисович,М,2023,очная,,68.9,,,59.8,,40.0,77.2,64.6,Информатика и вычислительная техника,"Казань, ул. Строителей, д. 191, кв. 126",+375368269116,True
Новиков Дмитрий Михайлович,М,2023,очная,,79.7,,72.8,,71.8,,85.4,77.8,Химия,"Нижний Новгород, ул. Советская, д. 171, кв. 176",+375588863677,True
Сидоров Михаил Алексеевич,М,2023,очная,68.5,,68.5,,60.7,,,76.1,69.0,Прикладная математика,"Воронеж, ул. Новая, д. 106, кв. 49",+375093299819,False
Соколова Елена Никитична,Ж,2023,очная,,73.0,,81.6,58.8,,,75.3,72.8,Медицинская биохимия,"Екатеринбург, ул. Мира, д. 118, кв. 95",+375327352410,True
Лебедев Михаил Сергеевич,М,2023,очно-заочная,,69.7,,71.0,,46.7,,64.2,64.6,История,"Новосибирск, ул. Победы, д. 119, кв. 185",+375100687616,False
Морозова Светлана Ивановна,Ж,2023,очная,57.4,,,,,51.8,63.1,77.1,63.8,Информатика и вычислительная техника,"Пермь, ул. Зелёная, д. 110, кв. 32",+375124912565,True
Лебедев Сергей Сергеевич,М,2023,очная,60.0,,81.6,,,70.8,,79.8,73.3,Химия,"Краснодар, ул. Школьная, д. 116, кв. 180",+375494902284,True
Новиков Егор Никитич,М,2023,очно-заочная,,71.9,51.7,,,77.5,,77.5,69.3,Химия,"Новосибирск, ул. Мира, д. 156, кв. 75",+375643039429,True
Козлов Егор Владимирович,М,2023,очная,,72.6,54.3,,,,49.7,82.9,68.7,Медицинская биохимия,"Краснодар, ул. Мира, д. 135, кв. 124",+375276015343,True
Новиков Илья Петрович,М,2023,очная,,,69.5,57.4,,51.4,,84.8,69.3,Биология,"Нижний Новгород, ул. Ленина, д. 103, кв. 161",+375158148881,False
Фёдорова Анна Сергеевна,Ж,2023,очная,,55.0,,,,82.9,53.4,81.8,68.8,Экономика,"Самара, ул. Центральная, д. 142, кв. 72",+375131284033,False
Лебедев Роман Денисович,М,2023,очная,64.6,,66.8,,,,59.3,77.0,66.6,Экономика,"Екатеринбург, ул. Советская, д. 139, кв. 151",+375397490961,False
Павлова Наталья Денисовна,Ж,2023,заочная,,,63.1,56.3,70.7,,,74.9,67.5,Экономика,"Казань, ул. Центральная, д. 137, кв. 64",+375548847127,False
Лебедев Андрей Денисович,М,2023,очная,58.7,,58.7,40.0,,,,76.9,59.8,Физика,"Санкт-Петербург, ул. Победы, д. 55, кв. 79",+375845871493,False
Соловьёва Екатерина Алексеевна,Ж,2023,очная,,90.2,,69.4,,69.4,,76.4,77.0,Экономика,"Воронеж, ул. Центральная, д. 59, кв. 68",+375745245557,True
Соколов Роман Владимирович,М,2023,очная,63.8,,,73.5,,,57.9,84.7,70.0,Химия,"Екатеринбург, ул. Победы, д. 170, кв. 184",+375445056658,True
Павлова Ольга Денисовна,Ж,2023,заочная,68.8,74.4,,,,,73.8,78.1,76.2,Экономика,"Москва, ул. Новая, д. 177, кв. 181",+375734996010,True
Медведева Ирина Никитична,Ж,2023,очная,68.1,,73.4,59.7,,,,74.6,71.0,Медицинская биохимия,"Новосибирск, ул. Пролетарская, д. 77, кв. 147",+375381735984,True
Соколова Ирина Алексеевна,Ж,2023,очно-заочная,70.6,,79.1,,,55.3,,69.2,67.4,Биология,"Краснодар, ул. Победы, д. 118, кв. 93",+375534490216,False
Иванов Михаил Иванович,М,2023,заочная,67.3,,70.5,,71.3,,,79.5,74.3,История,"Краснодар, ул. Центральная, д. 148, кв. 86",+375119181828,True
Баранова Мария Денисовна,Ж,2023,очная,65.9,79.6,,52.9,,,,73.0,69.1,Физика,"Санкт-Петербург, ул. Мира, д. 166, кв. 148",+375578606940,False
Соколова Елена Ивановна,Ж,2023,очная,,67.5,49.4,65.9,,,,88.0,71.0,Экономика,"Екатеринбург, ул. Пролетарская, д. 91, кв. 184",+375923234210,True
Васильева Анна Никитична,Ж,2023,заочная,,66.8,64.3,,,,49.0,74.3,64.0,Химия,"Екатеринбург, ул. Школьная, д. 7, кв. 36",+375716073607,False
Кузнецов Сергей Владимирович,М,2023,очная,61.3,62.6,,,,,78.0,81.3,73.2,Физика,"Санкт-Петербург, ул. Зелёная, д. 190, кв. 155",+375556331857,True
Лебедев Дмитрий Иванович,М,2023,очная,,,,58.5,,63.5,68.6,84.8,72.3,Химия,"Воронеж, ул. Центральная, д. 59, кв. 180",+375167045023,True
Сидоров Александр Алексеевич,М,2023,очная,81.8,,,51.9,,59.3,,70.5,66.0,Химия,"Воронеж, ул. Мира, д. 108, кв. 45",+375282251207,False
Попов Никита Михайлович,М,2023,очная,57.9,,69.4,,,,77.2,77.5,73.1,Физика,"Москва, ул. Строителей, д. 97, кв. 196",+375982210531,True
Петров Дмитрий Денисович,М,2023,очная,,,,58.1,67.6,,58.0,90.5,71.4,Химия,"Казань, ул. Мира, д. 83, кв. 169",+375859177932,True
Сидоров Максим Сергеевич,М,2023,очно-заочная,46.7,,,68.0,,82.7,,78.0,68.8,Химия,"Казань, ул. Школьная, д. 182, кв. 119",+375988942565,True
Соколова Виктория Владимировна,Ж,2023,очная,,58.2,,,,62.8,66.5,86.2,69.4,Биология,"Нижний Новгород, ул. Ленина, д. 147, кв. 124",+375753967379,False
Петров Михаил Михайлович,М,2023,очно-заочная,,,47.8,,77.2,49.2,,76.4,65.6,Экономика,"Краснодар, ул. Советская, д. 172, кв. 88",+375841560821,False
Петров Михаил Петрович,М,2023,очная,,58.8,70.2,,,,53.9,80.8,69.8,Прикладная математика,"Пермь, ул. Мира, д. 102, кв. 131",+375323035892,False
Медведева Светлана Ивановна,Ж,2023,заочная,,87.2,56.3,,63.6,,,74.0,69.2,Физика,"Новосибирск, ул. Пролетарская, д. 58, кв. 193",+375289634064,False
Соколов Андрей Денисович,М,2023,очная,,64.3,62.7,,,59.1,,80.9,67.5,Химия,"Самара, ул. Пролетарская, д. 18, кв. 16",+375622723626,True
Кузнецов Сергей Никитич,М,2023,очная,,79.3,65.5,76.6,,,,70.2,71.4,Физика,"Новосибирск, ул. Центральная, д. 195, кв. 84",+375018481973,False
Морозова Ирина Денисовна,Ж,2023,очная,,,59.2,,,74.2,75.3,80.1,71.7,Химия,"Краснодар, ул. Новая, д. 150, кв. 44",+375743811995,True
Соколов Михаил Владимирович,М,2023,очная,65.9,,66.4,,,50.8,,81.6,70.2,Химия,"Санкт-Петербург, ул. Ленина, д. 26, кв. 183",+375739739641,True
Медведева Наталья Владимировна,Ж,2023,очная,,,,69.2,,56.6,63.7,79.6,69.2,Прикладная математика,"Санкт-Петербург, ул. Победы, д. 93, кв. 149",+375966057798,False
Соколов Никита Иванович,М,2023,очная,56.6,68.5,89.0,,,,,76.5,74.6,Экономика,"Казань, ул. Школьная, д. 175, кв. 89",+375534705742,True
Попов Андрей Владимирович,М,2023,очно-заочная,,65.0,,56.9,,,73.6,76.9,68.5,Биология,"Казань, ул. Советская, д. 185, кв. 24",+375659726347,False
Попов Михаил Алексеевич,М,2023,заочная,55.4,,76.3,,,79.3,,74.4,72.8,Химия,"Пермь, ул. Мира, д. 102, кв. 159",+375131196425,True
Васильева Елена Владимировна,Ж,2023,очная,,,47.0,,70.9,63.1,,82.7,69.5,Экономика,"Екатеринбург, ул. Строителей, д. 40, кв. 171",+375407333373,True
Кузнецов Илья Иванович,М,2023,заочная,,,,45.9,,78.9,49.8,82.4,68.1,Физика,"Самара, ул. Новая, д. 161, кв. 148",+375645465535,False
Васильева Мария Никитична,Ж,2023,заочная,,65.9,,,51.4,65.1,,82.1,68.4,Экономика,"Санкт-Петербург, ул. Пролетарская, д. 59, кв. 185",+375583749079,False
Соколов Роман Петрович,М,2023,заочная,65.5,72.3,,,88.7,,,68.6,74.6,Экономика,"Новосибирск, ул. Советская, д. 175, кв. 91",+375149409762,True
Фёдорова Ольга Михайловна,Ж,2023,очная,,,78.5,,,69.0,56.1,70.0,67.2,Медицинская биохимия,"Пермь, ул. Пролетарская, д. 81, кв. 2",+375905911918,False
Кузнецов Максим Сергеевич,М,2023,заочная,,58.4,,,,78.5,66.0,87.1,72.8,История,"Воронеж, ул. Пролетарская, д. 180, кв. 176",+375666725214,True
Смирнов Никита Денисович,М,2023,очная,,47.8,69.7,53.8,,,,80.2,65.0,История,"Санкт-Петербург, ул. Строителей, д. 66, кв. 6",+375908051208,False
Соколов Егор Михайлович,М,2023,очная,,,77.5,,65.3,,40.0,79.2,66.1,Экономика,"Екатеринбург, ул. Школьная, д. 25, кв. 175",+375295927282,False
Соколова Наталья Ивановна,Ж,2023,заочная,73.7,,65.1,,,,79.2,71.6,73.9,Физика,"Краснодар, ул. Победы, д. 155, кв. 40",+375957867181,True
Сидоров Егор Сергеевич,М,2023,заочная,,67.2,,72.5,,,52.0,79.9,70.7,Экономика,"Самара, ул. Советская, д. 134, кв. 24",+375589988683,True
Лебедев Максим Сергеевич,М,2023,очная,,,,59.3,,60.0,63.7,75.1,65.2,Прикладная математика,"Краснодар, ул. Пролетарская, д. 100, кв. 79",+375740803149,False
Медведева Виктория Алексеевна,Ж,2023,очная,53.5,,,,70.0,53.0,,71.5,65.1,История,"Москва, ул. Новая, д. 190, кв. 131",+375828503172,False
