ФИО,Пол,Год поступления,Форма обучения,Специальность,Адрес регистрации,Телефон,Средний балл аттестата,Балл ЦТ: Математика,Балл ЦТ: Русский язык,Балл ЦТ: Физика,Балл ЦТ: Биология,Балл ЦТ: Химия,Балл ЦТ: История,Балл ЦТ: Информатика,CE_mean,Общий балл при поступлении
Фёдорова Екатерина Сергеевна,Ж,2022,очная,Медицинская биохимия,"Санкт-Петербург, ул. Ленина, д. 118, кв. 92",+375740789187,70.3,,,,61.4,47.5,89.3,,66.06666666666666,66.0
Соловьёва Мария Никитична,Ж,2022,очная,История,"Новосибирск, ул. Мира, д. 68, кв. 94",+375621645318,77.9,55.0,58.5,,,53.0,,,55.5,61.5
Смирнов Дмитрий Сергеевич,М,2022,очная,Информатика и вычислительная техника,"Самара, ул. Победы, д. 60, кв. 66",+375267157620,86.6,,55.9,,57.5,,,64.7,59.366666666666674,70.3
Козлов Никита Иванович,М,2022,очная,Физика,"Казань, ул. Советская, д. 147, кв. 103",+375575471003,71.1,,,70.6,,,76.0,66.2,70.93333333333334,69.2
Смирнов Роман Иванович,М,2022,очно-заочная,Медицинская биохимия,"Самара, ул. Победы, д. 188, кв. 20",+375580049449,74.2,,,,52.3,61.4,,68.1,60.599999999999994,63.7
Кузьмина Екатерина Михайловна,Ж,2022,очная,Информатика и вычислительная техника,"Нижний Новгород, ул. Зелёная, д. 45, кв. 125",+375572803879,67.1,,,62.5,72.5,59.0,,,64.66666666666667,64.5
Попов Егор Иванович,М,2022,очная,Физика,"Самара, ул. Советская, д. 153, кв. 165",+375808298008,91.1,76.3,,,,,58.3,84.3,72.96666666666665,80.9
Васильева Екатерина Владимировна,Ж,2022,заочная,Биология,"Казань, ул. Ленина, д. 188, кв. 148",+375536496770,64.5,53.0,,,,63.4,63.1,,59.833333333333336,60.8
Сидоров Дмитрий Иванович,М,2022,заочная,Экономика,"Воронеж, ул. Советская, д. 200, кв. 15",+375753723563,82.5,,50.4,58.1,,,,49.7,52.73333333333333,61.9
Козлов Дмитрий Сергеевич,М,2022,очная,Прикладная математика,"Нижний Новгород, ул. Школьная, д. 112, кв. 107",+375365709666,69.8,,61.7,52.9,,,40.0,,51.53333333333333,58.8
Соколов Никита Денисович,М,2022,очная,История,"Санкт-Петербург, ул. Победы, д. 192, кв. 168",+375699788166,71.4,,,74.6,62.8,,59.2,,65.53333333333332,66.9
Васильева Александра Никитична,Ж,2022,очная,Химия,"Самара, ул. Ленина, д. 163, кв. 200",+375387011703,84.1,41.3,63.8,,94.2,,,,66.43333333333334,72.0
Соловьёва Ирина Петровна,Ж,2022,очная,История,"Воронеж, ул. Ленина, д. 79, кв. 135",+375948678644,73.2,73.4,,,,,56.5,76.2,68.7,71.2
Сидоров Александр Алексеевич,М,2022,очная,Биология,"Москва, ул. Школьная, д. 139, кв. 145",+375954822665,81.6,,,,66.5,,46.2,66.0,59.56666666666666,66.3
Иванов Роман Петрович,М,2022,очная,Информатика и вычислительная техника,"Новосибирск, ул. Школьная, д. 129, кв. 179",+375264615703,86.0,,,55.5,49.2,75.3,,,60.0,70.7
Фёдорова Ирина Владимировна,Ж,2022,заочная,Химия,"Екатеринбург, ул. Мира, д. 13, кв. 173",+375009769013,78.9,,54.2,,61.8,,67.9,,61.300000000000004,67.7
Новиков Михаил Денисович,М,2022,очная,Прикладная математика,"Воронеж, ул. Зелёная, д. 193, кв. 153",+375027775548,83.0,,60.8,58.5,,,,61.6,60.300000000000004,68.4
Кузьмина Елена Сергеевна,Ж,2022,очная,Биология,"Самара, ул. Строителей, д. 24, кв. 57",+375396086986,78.2,,65.2,,,,70.5,66.8,67.5,70.3
Морозова Светлана Никитична,Ж,2022,очная,Химия,"Воронеж, ул. Центральная, д. 101, кв. 38",+375159321575,78.5,,72.8,,46.3,59.4,,,59.5,67.5
Петров Никита Михайлович,М,2022,очная,Биология,"Новосибирск, ул. Школьная, д. 22, кв. 122",+375841789359,73.9,63.8,,,66.7,51.6,,,60.699999999999996,65.6
Лебедев Роман Михайлович,М,2022,заочная,Экономика,"Самара, ул. Ленина, д. 141, кв. 103",+375784534689,89.3,,64.3,,,,57.0,61.3,60.86666666666667,69.4
Павлова Анна Владимировна,Ж,2022,очно-заочная,Биология,"Казань, ул. Советская, д. 103, кв. 129",+375557326411,82.2,49.1,49.8,,,,,64.2,54.366666666666674,62.9
Иванов Роман Иванович,М,2022,очно-заочная,Прикладная математика,"Воронеж, ул. Мира, д. 196, кв. 35",+375570511690,80.8,,61.8,52.1,,,,61.9,58.6,66.2
Смирнов Сергей Сергеевич,М,2022,очная,Медицинская биохимия,"Краснодар, ул. Строителей, д. 51, кв. 125",+375567658253,82.3,,,,58.5,,53.9,63.8,58.73333333333333,68.1
Кузьмина Екатерина Михайловна,Ж,2022,очная,Физика,"Воронеж, ул. Пролетарская, д. 51, кв. 144",+375100923103,73.6,82.3,,,,69.8,59.9,,70.66666666666667,73.5
Морозова Александра Ивановна,Ж,2022,очная,Химия,"Самара, ул. Строителей, д. 64, кв. 63",+375695581340,83.3,,75.9,,,,69.8,69.1,71.6,76.3
Егорова Наталья Алексеевна,Ж,2022,очная,Экономика,"Санкт-Петербург, ул. Центральная, д. 199, кв. 111",+375775472214,87.0,53.1,,57.7,,,,55.4,55.400000000000006,66.5
Егорова Екатерина Сергеевна,Ж,2022,очная,Прикладная математика,"Нижний Новгород, ул. Пролетарская, д. 23, кв. 29",+375225713600,69.4,58.7,,57.0,61.6,,,,59.1,61.7
Козлов Андрей Никитич,М,2022,очно-заочная,Биология,"Воронеж, ул. Новая, д. 94, кв. 90",+375966003443,80.9,67.9,,73.0,,,,55.5,65.46666666666667,71.6
Соколов Дмитрий Иванович,М,2022,очная,Экономика,"Екатеринбург, ул. Школьная, д. 89, кв. 153",+375768690606,78.1,,64.7,,50.5,65.7,,,60.300000000000004,68.5
Соколова Елена Денисовна,Ж,2022,очная,Прикладная математика,"Москва, ул. Центральная, д. 44, кв. 90",+375978233862,74.6,68.5,,,52.2,,71.5,,64.06666666666666,67.7
Соловьёва Мария Владимировна,Ж,2022,очная,Медицинская биохимия,"Самара, ул. Зелёная, д. 160, кв. 38",+375946701616,71.1,49.3,,52.9,,,,71.5,57.9,61.2
Соколов Роман Владимирович,М,2022,очная,Экономика,"Краснодар, ул. Ленина, д. 60, кв. 52",+375816316404,84.0,63.7,,,,74.3,,56.5,64.83333333333333,70.0
Морозова Ирина Владимировна,Ж,2022,очная,Экономика,"Нижний Новгород, ул. Мира, д. 194, кв. 187",+375265741875,78.9,55.7,,,,,50.7,61.1,55.833333333333336,63.0
Попов Александр Алексеевич,М,2022,заочная,Физика,"Санкт-Петербург, ул. Советская, д. 190, кв. 14",+375968625612,76.5,62.9,65.2,,,55.0,,,61.03333333333333,66.7
Лебедев Роман Никитич,М,2022,заочная,История,"Екатеринбург, ул. Пролетарская, д. 38, кв. 74",+375395084688,81.0,,,,76.4,71.3,76.2,,74.63333333333333,78.6
Соколов Дмитрий Петрович,М,2022,заочная,Химия,"Москва, ул. Школьная, д. 178, кв. 29",+375002519004,76.9,,,62.1,69.3,,,58.4,63.26666666666667,67.2
Соколов Сергей Владимирович,М,2022,очная,Физика,"Казань, ул. Зелёная, д. 121, кв. 6",+375303218063,73.5,,,61.5,83.4,66.0,,,70.3,70.6
Петров Андрей Владимирович,М,2022,очная,Информатика и вычислительная техника,"Нижний Новгород, ул. Победы, д. 190, кв. 138",+375494058165,78.5,,,67.9,78.1,,76.6,,74.2,75.6
Попов Илья Сергеевич,М,2022,очная,Химия,"Екатеринбург, ул. Победы, д. 140, кв. 134",+375433534546,77.5,,,68.2,,,79.6,66.2,71.33333333333333,75.2
Сидоров Егор Петрович,М,2023,очная,Физика,"Казань, ул. Строителей, д. 124, кв. 160",+375896630730,67.4,,53.7,52.1,,,,76.8,60.866666666666674,62.8
Морозова Светлана Сергеевна,Ж,2023,заочная,Биология,"Новосибирск, ул. Ленина, д. 97, кв. 150",+375473772820,74.2,,,,58.8,,63.4,71.0,64.39999999999999,66.7
Соловьёва Александра Алексеевна,Ж,2023,очная,Химия,"Пермь, ул. Ленина, д. 66, кв. 44",+375159150049,70.4,72.2,,50.8,,67.1,,,63.36666666666667,64.5
Морозова Ольга Алексеевна,Ж,2023,очная,Химия,"Москва, ул. Центральная, д. 52, кв. 179",+375872202070,68.1,56.6,,40.0,,,,70.1,55.56666666666666,59.8
Павлова Ирина Алексеевна,Ж,2023,очная,Прикладная математика,"Самара, ул. Центральная, д. 14, кв. 120",+375486388199,80.8,72.9,,,57.7,,60.6,,63.73333333333334,70.9
Сидоров Роман Петрович,М,2023,очная,Биология,"Москва, ул. Советская, д. 100, кв. 170",+375537669845,74.0,41.8,80.6,,,,69.0,,63.79999999999999,66.5
Лебедев Максим Денисович,М,2023,очно-заочная,Информатика и вычислительная техника,"Казань, ул. Школьная, д. 28, кв. 5",+375051587897,84.2,80.2,,,,74.7,,57.2,70.7,75.5
Баранова Виктория Денисовна,Ж,2023,очная,История,"Казань, ул. Новая, д. 60, кв. 98",+375275552903,67.0,,58.9,59.2,,,66.1,,61.4,63.8
Новиков Роман Никитич,М,2023,очная,Экономика,"Пермь, ул. Советская, д. 81, кв. 125",+375959166330,76.2,,,68.1,69.0,50.4,,,62.5,67.1
Васильева Александра Денисовна,Ж,2023,очная,Медицинская биохимия,"Самара, ул. Строителей, д. 23, кв. 48",+375189778689,74.3,,,,67.7,,56.2,52.9,58.93333333333334,63.1
Лебедев Дмитрий Денисович,М,2023,очная,Физика,"Екатеринбург, ул. Строителей, д. 118, кв. 144",+375152527395,68.5,,76.9,,52.5,72.2,,,67.2,69.3
Кузьмина Ирина Ивановна,Ж,2023,очно-заочная,Прикладная математика,"Москва, ул. Ленина, д. 64, кв. 136",+375811611387,78.0,52.3,,62.2,,,75.7,,63.4,68.8
Козлов Егор Петрович,М,2023,заочная,Физика,"Казань, ул. Школьная, д. 126, кв. 101",+375173196594,69.1,60.9,,81.8,,,73.1,,71.93333333333332,71.9
Фёдорова Ирина Денисовна,Ж,2023,заочная,Информатика и вычислительная техника,"Новосибирск, ул. Ленина, д. 89, кв. 176",+375017021436,79.3,72.6,,67.5,,,,44.6,61.56666666666666,68.3
Соколова Анна Никитична,Ж,2023,очно-заочная,Экономика,"Нижний Новгород, ул. Школьная, д. 161, кв. 78",+375473531007,82.3,,59.0,,50.5,,67.4,,58.96666666666667,69.1
Морозова Ирина Петровна,Ж,2023,очная,Информатика и вычислительная техника,"Екатеринбург, ул. Строителей, д. 71, кв. 16",+375347677591,79.6,,,,69.6,54.1,58.0,,60.56666666666666,67.1
Новиков Роман Владимирович,М,2023,очно-заочная,Химия,"Казань, ул. Новая, д. 8, кв. 143",+375500224095,80.4,85.0,,,,75.8,59.8,,73.53333333333335,75.6
