ФИО,Пол,Год поступления,Форма обучения,Специальность,Адрес регистрации,Телефон,Средний балл аттестата,Балл ЦТ: Математика,Балл ЦТ: Русский язык,Балл ЦТ: Физика,Балл ЦТ: Биология,Балл ЦТ: Химия,Балл ЦТ: История,Балл ЦТ: Информатика,CE_mean,Общий балл при поступлении,Поступил
Хохлова Олимпиада Аполлинариевна,Ж,2022,заочная,Биология,"к. Курганинск, ул. ш. Черемуховое, д. 472, кв. 69",+77414070349,67.4,,,46.0,,,66.5,65.5,59.333333333333336,61.1,False
Мамонтов Александр Никонович,М,2022,очно-заочная,Экономика,"с. Нарткала, ул. ш. Курортное, д. 5/8, кв. 146",+70740650042,85.8,74.1,,,,,55.7,56.8,62.20000000000001,68.8,True
Фадеева Светлана Борисовна,Ж,2022,очная,Информатика и вычислительная техника,"п. Новороссийск, ул. ш. Кирова, д. 4, кв. 97",84882142369,77.0,50.2,,,75.6,,,62.9,62.9,69.5,True
Белоусов Василий Янович,М,2022,заочная,Информатика и вычислительная техника,"с. Устюжна, ул. пер. Дачный, д. 8, кв. 45",+74307536661,85.1,,,63.8,,65.0,,76.6,68.46666666666667,74.6,True
Михайлов Герман Никитович,М,2022,заочная,История,"д. Рязань, ул. бул. Физкультурный, д. 600, кв. 59",+74942965923,68.1,,,,62.1,73.7,,71.6,69.13333333333334,69.4,True
Данилова Ксения Иосифовна,Ж,2022,заочная,Прикладная математика,"клх Мичуринск, ул. пр. Флотский, д. 71, кв. 186",+72683441497,74.1,58.6,,54.3,,,,52.6,55.166666666666664,63.4,False
Зуева Ия Ярославовна,Ж,2022,очная,Медицинская биохимия,"п. Москва, ул. ш. Юбилейное, д. 893, кв. 137",82661287585,77.7,,75.3,,,,92.4,47.7,71.8,73.2,True
Титов Владлен Степанович,М,2022,очная,Физика,"к. Ростов, ул. ул. Маяковского, д. 7/2, кв. 76",85676670806,78.0,51.4,65.5,,,,70.1,,62.333333333333336,68.3,False
Новиков Данила Ананиевич,М,2022,очно-заочная,Экономика,"с. Териберка, ул. пер. Васильковый, д. 4, кв. 118",+72943985298,75.0,,,,74.0,65.5,60.4,,66.63333333333334,67.7,True
Самойлова Людмила Любосмысловна,Ж,2022,заочная,Прикладная математика,"с. Оймякон, ул. ул. Микрорайон, д. 7, кв. 66",84062607870,81.4,40.0,,,68.5,71.0,,,59.833333333333336,66.1,False
Абрамов Савелий Тимурович,М,2022,очная,Биология,"ст. Снежинск, ул. алл. Коминтерна, д. 96, кв. 237",+70415914975,71.3,58.7,67.3,,,53.0,,,59.666666666666664,65.1,False
Хохлов Ким Проклович,М,2022,очная,Медицинская биохимия,"к. Макаров, ул. бул. Базарный, д. 9, кв. 192",+71980382872,76.8,,,97.0,69.7,,58.1,,74.93333333333332,76.7,True
Лыткин Всемил Тимурович,М,2022,заочная,Прикладная математика,"г. Дудинка, ул. пр. Шишкина, д. 29, кв. 3",+72440793110,78.4,71.2,,,,,76.4,69.3,72.30000000000001,73.8,True
Капустин Демьян Эдуардович,М,2022,очная,Прикладная математика,"к. Бавлы, ул. бул. Смирнова, д. 1/5, кв. 250",+79181331708,80.8,,73.2,,,57.4,84.6,,71.73333333333333,74.4,True
Евдокимов Ратибор Феоктистович,М,2022,очно-заочная,Прикладная математика,"к. Приозерск, ул. ш. Панфилова, д. 450, кв. 181",86014672384,82.0,,,,,56.6,69.9,71.3,65.93333333333334,71.7,True
Назаров Платон Творимирович,М,2022,очная,История,"с. Курганинск, ул. пр. Высоковольтный, д. 70, кв. 124",87916202232,71.0,,58.1,,,59.0,,61.6,59.56666666666666,61.6,False
Бурова Ксения Милановна,Ж,2022,очная,История,"клх Каспийск, ул. ул. Черемушки, д. 2/9, кв. 239",88377441975,68.5,69.9,,,50.1,,73.1,,64.36666666666666,64.8,True
Потапов Светозар Зосимович,М,2022,очно-заочная,Химия,"п. Ишим, ул. пр. Халтурина, д. 5/2, кв. 158",+76617662047,85.4,52.0,,62.8,53.0,,,,55.93333333333334,65.1,False
Зуева Анна Леоновна,Ж,2022,заочная,Физика,"ст. Тобольск, ул. пр. Тукая, д. 6/4, кв. 129",+79609409705,79.7,60.9,84.3,,,,60.4,,68.53333333333333,71.4,True
Тихонова Майя Казимировна,Ж,2022,очная,Медицинская биохимия,"клх Шатки, ул. ш. Шоссейное, д. 8/4, кв. 147",+77740258835,73.2,,,,,46.5,72.1,62.5,60.36666666666667,66.1,False
Антонов Герман Автономович,М,2022,очно-заочная,Физика,"п. Междуреченский, ул. бул. Краснодарский, д. 7/1, кв. 190",86812259572,87.0,,,,48.7,,86.5,78.3,71.16666666666667,75.8,True
Галкина Агата Всемиловна,Ж,2022,заочная,Физика,"ст. Мостовской, ул. ш. Рабочее, д. 3, кв. 36",+74617679298,78.4,,71.3,,,45.3,,83.8,66.8,69.6,False
Дмитриева Любовь Рюриковна,Ж,2022,очно-заочная,Прикладная математика,"клх Серебряные Пруды, ул. ул. Васильковая, д. 2/9, кв. 222",84259959961,84.8,69.3,,41.2,59.8,,,,56.76666666666667,66.6,False
Кузнецова Синклитикия Селиверстовна,Ж,2022,очная,Информатика и вычислительная техника,"клх Саров (Морд.), ул. ул. Плеханова, д. 4/3, кв. 215",+70231177533,78.1,73.5,,,66.0,,66.1,,68.53333333333333,73.3,True
Петухов Самсон Авксентиевич,М,2022,очно-заочная,Физика,"ст. Братск, ул. пр. Тополиный, д. 373, кв. 197",+72661094101,90.1,,61.0,,,,51.3,50.9,54.4,65.9,False
Лаврентьев Петр Кузьмович,М,2022,очная,Экономика,"клх Хасавюрт, ул. ш. Большое, д. 2/9, кв. 40",85902517629,88.2,,,,62.6,71.0,54.0,,62.53333333333333,69.8,True
Жуков Эдуард Аверьянович,М,2022,заочная,История,"клх Мостовской, ул. ш. Одесское, д. 27, кв. 118",83347743326,76.2,,,,,67.7,54.6,70.6,64.3,67.9,True
Давыдов Трофим Евгениевич,М,2022,заочная,Биология,"д. Ревда (Сверд.), ул. ш. Свердлова, д. 3, кв. 104",83190130205,83.5,,50.2,64.3,,,61.5,,58.666666666666664,68.3,False
Бобылева Надежда Феликсовна,Ж,2022,очно-заочная,Физика,"п. Артем, ул. алл. Белорусская, д. 535, кв. 176",89815287339,81.6,,,62.7,,58.1,,88.5,69.76666666666667,74.1,True
Афанасьев Поликарп Ипатович,М,2022,очная,Медицинская биохимия,"г. Липецк, ул. наб. Правды, д. 1/7, кв. 154",88559821766,85.9,,,,,77.5,75.4,52.5,68.46666666666667,75.8,True
Терентьев Гремислав Никитович,М,2022,заочная,Экономика,"г. Югорск, ул. наб. Октября, д. 60, кв. 67",+79128411730,71.9,63.9,,,70.2,83.6,,,72.56666666666666,74.2,True
Полякова Марина Каллистратовна,Ж,2022,очно-заочная,Биология,"к. Кирово-Чепецк, ул. пер. Литейный, д. 30, кв. 201",88503446512,81.8,,74.6,65.8,,64.3,,,68.23333333333333,74.2,True
Родионов Богдан Ярославович,М,2022,заочная,Прикладная математика,"с. Углич, ул. ул. Зои Космодемьянской, д. 9/1, кв. 99",+71893898469,84.1,,,,59.8,77.7,55.4,,64.3,71.6,True
Михеев Изяслав Юлиевич,М,2022,заочная,Прикладная математика,"клх Курумкан, ул. бул. Минский, д. 158, кв. 27",+78197400564,67.1,64.7,54.8,,,,66.2,,61.9,63.7,False
Бобров Ким Твердиславович,М,2022,очная,Физика,"клх Краснодар, ул. ш. Морское, д. 450, кв. 241",+75023850371,70.6,68.7,,,,58.4,73.3,,66.8,66.3,False
Тихонова Ираида Евгениевна,Ж,2022,заочная,Прикладная математика,"ст. Баргузин, ул. ул. Металлургов, д. 792, кв. 162",89051699187,65.5,71.9,,,43.0,,67.1,,60.666666666666664,64.3,False
Королев Архип Всемилович,М,2022,заочная,Медицинская биохимия,"г. Светлогорск (Калин.), ул. ул. Одесская, д. 188, кв. 133",+74010783567,76.1,,62.8,,64.7,75.3,,,67.60000000000001,70.1,False
Макарова Кира Ратиборовна,Ж,2022,очная,История,"с. Ессентуки, ул. пр. Кавказский, д. 79, кв. 141",+73000389608,82.0,,,62.5,,48.9,72.4,,61.26666666666667,67.1,True
Савельева Юлия Кимовна,Ж,2022,заочная,Медицинская биохимия,"клх Майкоп, ул. ш. Горького, д. 1, кв. 170",80662668217,86.7,,,60.1,,61.4,55.0,,58.833333333333336,69.3,False
Емельянова Юлия Евгениевна,Ж,2022,заочная,История,"с. Домодедово, ул. пер. 9 мая, д. 3, кв. 165",+79553560331,78.1,,,59.9,,,41.7,62.9,54.833333333333336,62.1,False
Соколова Лидия Георгиевна,Ж,2022,очная,Физика,"клх Кыштым, ул. ул. Фабричная, д. 9/1, кв. 109",80368900301,87.5,,,67.8,72.1,,75.9,,71.93333333333332,77.7,True
Лыткина Алла Творимировна,Ж,2022,очная,Биология,"клх Шатура, ул. пр. Рябиновый, д. 77, кв. 101",+72724055934,69.4,,,67.0,,,64.3,50.3,60.53333333333334,64.0,False
Герасимов Азарий Варфоломеевич,М,2022,заочная,Химия,"г. Усть-Кут, ул. ул. Запрудная, д. 239, кв. 117",+79671114837,67.5,67.8,,,52.9,,,67.6,62.76666666666666,64.2,False
Федотова Ия Владленовна,Ж,2022,заочная,Прикладная математика,"клх Игарка, ул. пр. Омский, д. 5, кв. 69",83745843845,77.4,,81.8,,68.8,65.1,,,71.89999999999999,75.2,True
Артемьева Нинель Авксентиевна,Ж,2022,заочная,Биология,"к. Шали, ул. пр. Воронежский, д. 6, кв. 134",88105697413,80.0,,60.7,,76.2,,74.9,,70.60000000000001,72.9,True
Тарасова Елизавета Георгиевна,Ж,2022,заочная,Химия,"г. Ведено, ул. алл. Заречная, д. 3, кв. 77",+78348315203,77.5,,,52.2,77.0,,71.3,,66.83333333333333,70.4,True
Горшков Агафон Ерофеевич,М,2022,очно-заочная,Информатика и вычислительная техника,"клх Одинцово, ул. алл. Макаренко, д. 391, кв. 245",87107044964,65.3,,63.4,77.3,,,68.1,,69.6,68.2,True
Гаврилова Лукия Леонтиевна,Ж,2022,заочная,Химия,"с. Ногинск (Моск.), ул. алл. Зеленая, д. 58, кв. 146",+70496706670,77.2,,,62.4,70.6,,,65.8,66.26666666666667,70.7,True
Давыдова Полина Ростиславовна,Ж,2022,очная,Биология,"с. Бийск, ул. алл. Достоевского, д. 1/3, кв. 236",+73626804085,69.9,66.7,,,83.3,65.8,,,71.93333333333334,72.4,True
Суханов Амос Болеславович,М,2022,очная,Биология,"п. Оймякон, ул. наб. Запрудная, д. 1, кв. 91",+79549305966,81.7,72.6,,71.8,,,65.8,,70.06666666666666,73.7,True
Павлова Вероника Карловна,Ж,2022,очная,Медицинская биохимия,"п. Рославль, ул. наб. О.Кошевого, д. 687, кв. 200",+71864876998,79.9,,56.7,68.0,,82.9,,,69.2,73.5,True
Богданова Марфа Тихоновна,Ж,2022,очная,Химия,"клх Амурск, ул. алл. Ушакова, д. 9, кв. 140",+72673204413,72.1,,57.7,,,59.1,60.4,,59.06666666666667,62.2,False
Королев Рюрик Евдокимович,М,2022,заочная,Информатика и вычислительная техника,"г. Нижний Тагил, ул. ш. Микрорайон, д. 4/9, кв. 95",84596094544,74.6,,,65.3,,57.0,,55.3,59.199999999999996,66.3,True
Зыкова Зоя Наумовна,Ж,2022,заочная,Биология,"клх Петропавловск-Камчатский, ул. пр. Деповский, д. 42, кв. 110",80149542770,71.3,,,,,71.3,55.3,64.3,63.633333333333326,65.8,False
